Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity,Active Stock,,,
SUPRACAL HD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,13,147,3,157,,,
SUPRACAL XT TAB,GENERAL MEDICINE,STRIP,5,1,0,6,,,
SUPRADYN DAILY MULTIVITAMIN TABLETS 15S,GENERAL MEDICINE,STRIP,0,2,2,0,,,
SUPRADYN MULTIVITAMIN TABLETS STRIP OF 15 'S,GENERAL MEDICINE,BOX,9,29,0,38,,,
SUPRIDOL INJ 1ML,GENERAL MEDICINE,AMPOULE,0,101,0,101,,,
SUPRIDOL INJ 2ML,GENERAL MEDICINE,AMPOULE,0,30,0,30,,,
SURFAZ SN 0.025/0.5/1 % CREAM 7 GM,GENERAL MEDICINE,TUBE,0,4,0,4,,,
GENERAL SURGERY BLADE 11,GENERAL SURGERY,PACKET,4,50,12,42,,,
GENERAL SURGERY BLADE 15,GENERAL SURGERY,PACKET,27,120,2,145,,,
GENERAL SURGERY BLADE 20,GENERAL SURGERY,PACKET,11,150,19,142,,,
GENERAL SURGERY BLADE NO 10,GENERAL SURGERY,BOX,9,20,9,20,,,
GENERAL SURGERY BLADE NO 12,GENERAL SURGERY,BOX,20,20,20,20,,,
GENERAL SURGERY CAP  1 NO'S,GENERAL SURGERY,CP,122,2680,45,2757,,,
GENERAL SURGERY GLOVES LATEX POWDER FREE,GENERAL SURGERY,PACKET,0,319,3,316,,,
GENERAL SURGERY GLOVES SIZE 7,GENERAL SURGERY,PACKET,10,70,10,70,,,
SUSTEN 100MG AMPOULE OF 1ML INJECTION,GENERAL MEDICINE,AMPOULE,0,0,0,0,,,
SUSTEN 100MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0,6,0,6,,,
SUSTEN 200MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0,103,0,103,,,
SUSTEN 300MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,5,36,2,39,,,
SUSTEN 8% GEL 10GM,GENERAL MEDICINE,TUBE,0,2,0,2,,,
SUSTEN SR 200MG TABLET,GENERAL MEDICINE,STRIP,0,8,0,8,,,
SUSTEN SR 300MG TABLET,GENERAL MEDICINE,STRIP,1,3,1,3,,,
SUTURE ETHILON 3-0 3328A R C TRULON,GENERAL SURGERY,PACKET,2,7,2,7,,,
SUTURES TRUGUT CHROMIC CATGUT 1 RB MAYO SN 4227 ABSORBABLE SUTURE 12 NO'S,GENERAL SURGERY,BOX,0,7,0,7,,,
SUTURES TRUGUT CHROMIC CATGUT 3-0 RB SN 4237 ABSORBABLE SUTURE 12 NO'S,GENERAL SURGERY,BOX,2,3,1,4,,,
SUTURES TRUGUT CHROMIC CATGUT USP 2 1/2 CIRCLE ROUND BODY SN 4228T SUTURE 12 NO'S,GENERAL SURGERY,BOX,4,5,4,5,,,
SYCATRYZ,GENERAL MEDICINE,SPRAY,0,11,10,1,,,
SYCATRYZ,GENERAL MEDICINE,OINT,0,11,10,1,,,
SYLATE 250MG TABLET,GENERAL MEDICINE,STRIP,7,38,3,42,,,
SYLATE INJ 2ML,GENERAL MEDICINE,AMPOULE,5,13,5,13,,,
SYLATE T 500MG TABLET,GENERAL MEDICINE,STRIP,2,218,5,215,,,
SYNTOCINON INJ 1ML,GENERAL MEDICINE,INJECTION,10,0,10,0,,,
SYNTRAN SB 50MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,5,1,0,6,,,
SZETALO 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,1,0,6,,,
T BACT 2% OINT 5GM,GENERAL MEDICINE,TUBE,2,66,4,64,,,
T3 LC STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,5,11,0,16,,,
TAVERA 4.5GM INJ,GENERAL MEDICINE,INJECTION,0,30,0,30,,,
TAXIM O 200MG TABLET,ENT,STRIP,3,112,4,111,,,
TAXIM O CHEWABLE 200 MG TABLET 10,ENT,STRIP,0,4,0,4,,,
TAXIM OF,ENT,TAB,36,419,60,395,,,
TAXIM VIAL OF 1GM POWDER FOR INJECTION,GENERAL MEDICINE,DRY VIAL,14,481,28,467,,,
TAZAR 2.25GM INJ,GENERAL MEDICINE,VIAL,3,10,3,10,,,
TAZAR 4.5GM INJ,GENERAL MEDICINE,DRY VIAL,1,100,1,100,,,
TAZOBACK,GENERAL MEDICINE,INJ,0,80,0,80,,,
TEAR 0.5% EYE DROPS 5ML,ENT,BOTTLE,0,2,0,2,,,
TEAR DROPS EYE DROPS 10ML,ENT,BOTTLE,0,2,0,2,,,
TELEKAST 10MG TABLET,GENERAL MEDICINE,STRIP,0,2,0,2,,,
TELISTA 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,1,0,6,,,
TELMICHEK 40MG,GENERAL MEDICINE,TAB,3,3,2,4,,,
TELMIKIND 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,8,0,8,,,
TELMIKIND 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,11,140,6,145,,,
TELMIKIND AM 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,171,8,169,,,
TELMIKIND CT 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,5,11,1,15,,,
TELMIKIND H 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,165,7,164,,,
TELMIKIND H 80MG TABLET,GENERAL MEDICINE,STRIP,4,10,4,10,,,
TELPRES CT 40/6.25MG TAB 15'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TELSARTAN CT 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TELVAS 3D TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TELVAS BETA 25MG TABLET,GENERAL MEDICINE,STRIP,9,6,1,14,,,
TELVAS BETA 50MG TABLET,GENERAL MEDICINE,STRIP,2,13,2,13,,,
TEMSAN CT TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TEMSAN H 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
TENDER CARE PHILADEPHILA,GENERAL MEDICINE,COLLAR BELT,0,1,0,1,,,
TENDOCARE FORTE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,7,182,0,189,,,
TENDOCARE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,3,135,0,138,,,
TENDOSHOT PRO 15 TAB,GENERAL MEDICINE,TAB,0,28,0,28,,,
TENDOVEIN,GENERAL MEDICINE,TAB,10,28,1,37,,,
TENGLYN M 1000MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TENNIS BLBOW SUPPORT,ORTH,UNIVERSAL,3,9,4,8,,,
TENNIS ELBOW SUPPORT SIZE MEDIUM 1,ORTH,PACKET,0,3,0,3,,,
TENOBEL,GENERAL MEDICINE,TAB,0,167,8,159,,,
TENORIC 25MG TABLET,GENERAL MEDICINE,STRIP,0,6,0,6,,,
TERBICLAIR 250MG TAB 7'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TERBINAFORCE,GENERAL MEDICINE,CREAM,7,27,6,28,,,
TERBINAFORCE 1% CREAM 10GM,GENERAL MEDICINE,TUBE,0,5,2,3,,,
TERBINAFORCE 1% DUSTING POWDER 30GM,GENERAL MEDICINE,BOTTLE,3,51,5,49,,,
TERBINAFORCE PLUS CREAM,GENERAL MEDICINE,TUBE,0,4,0,4,,,
TERBINAFORCE PLUS NF CREAM 15GM,GENERAL MEDICINE,TUBE,3,9,1,11,,,
TERMIN 30MG INJ 10ML,GENERAL MEDICINE,INJECTION,0,15,9,6,,,
TERPENTINE OIL,GENERAL SURGERY,OIL,2,2,2,2,,,
TESS PASTE 5GM,GENERAL MEDICINE,TUBE,10,80,5,85,,,
TETANUS VACCINE 0.5ML INJ 1'S,GENERAL MEDICINE,AMPOULE,0,0,0,0,,,
TEXAKIND MF TABLET,GENERAL MEDICINE,STRIP,13,17,10,20,,,
TFCT NIB 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,5,30,1,34,,,
THE TRIGLYNASE 2MG FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,5,2,0,7,,,
THERMOKIND MOUTH WASH,GENERAL MEDICINE,BOTTLE,0,7,0,7,,,
THIAMIN INJ 2ML,GENERAL MEDICINE,AMPOULE,0,1,0,1,,,
THICKSHOOT,GENERAL MEDICINE,CAP,0,7,0,7,,,
THIMIPLEX (THIAMINE),GENERAL MEDICINE,INJ,4,56,6,54,,,
THIMIREX,GENERAL SURGERY,INJ,0,2,0,2,,,
THIOFORD AP TAB,GENERAL MEDICINE,STRIP,21,22,14,29,,,
THIOTREAT AP,GENERAL MEDICINE,10,12,7,3,16,,,
THREE WAY EXTENSION STOP CLOCK,GENERAL SURGERY,BOX,0,140,0,140,,,
THREE WAY STOP CLOCK,GENERAL SURGERY,BOX,0,110,0,110,,,
THROMBOPHOB OINT 20GM,GENERAL MEDICINE,TUBE,4,39,5,38,,,
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),GENERAL MEDICINE,BOTTLE,9,314,5,318,,,
THUJA OINTMENT 25 GM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
THYROACTIV 25MCG TAB,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
THYRONIL 75 MG TABLET 10,GENERAL MEDICINE,STRIP,0,0,0,0,,,
THYRONORM 100MCG 120'S,GENERAL MEDICINE,BOTTLE,0,2,1,1,,,
THYRONORM 12.5MCG BOTTLE OF 100 TABLETS,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
THYRONORM 150MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
THYRONORM 25MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,3,22,2,23,,,
THYRONORM 50MCG BOTTLE OF 100 TABLETS,GENERAL MEDICINE,BOTTLE,1,6,0,7,,,
THYRONORM 50MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,1,4,0,5,,,
THYRONORM 75MCG TABLET 120'S,GENERAL MEDICINE,BOTTLE,0,5,1,4,,,
THYROPACE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,9,0,19,,,
TINIBA INFUSION 400ML,GENERAL MEDICINE,INJECTION,0,13,7,6,,,
TINIZOLE INF,GENERAL MEDICINE,INJECTION,1,9,0,10,,,
TOFATAS STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
TOFUS,GENERAL MEDICINE,TAB,12,13,0,25,,,
TOLYB STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,27,196,0,223,,,
TONOFERON PAED SYP 100ML,GENERAL MEDICINE,BOTTLE,2,3,0,5,,,
TONOFERON SYP 200ML,GENERAL MEDICINE,BOTTLE,3,3,3,3,,,
TOP CREPE 6CMX4M,GENERAL SURGERY,PACKET,5,6,4,7,,,
TOPLON ANTISEPTIC,GENERAL MEDICINE,LIQUID,6,100,4,102,,,
TOPOVID 10% TUBE OF 15GM OINTMENT,GENERAL MEDICINE,TUBE,0,5,0,5,,,
TORCHNIL CAP 10'S,GENERAL MEDICINE,STRIP,10,21,10,21,,,
TORIB MR 4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,36,8,28,,,
TOSSEX DMR KIWI FLAV SF SYP 100ML,GENERAL MEDICINE,BOTTLE,4,139,3,140,,,
TOSSEX NEW BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOTTLE,0,71,0,71,,,
TOTALAX NF SYP 100ML,GENERAL MEDICINE,BOTTLE,0,269,15,254,,,
TOTALAX NF SYP 200ML,GENERAL MEDICINE,BOTTLE,5,262,0,267,,,
TOX 1GM INJ,GENERAL MEDICINE,VIAL,0,20,0,20,,,
TOYOCAL,GENERAL MEDICINE,TAB,0,16,0,16,,,
TRAMADIN 100MG INJ,GENERAL MEDICINE,AMPOULE,0,370,0,370,,,
TRAMADIN PLUS TAB 10'S,GENERAL MEDICINE,-,10,831,4,837,,,
TRAMADOL 100 MG INJECTION 2 ML,GENERAL MEDICINE,AMPOULE,120,1316,82,1354,,,
TRAMASURE PLUS RF TABLET 10'S,GENERAL MEDICINE,STRIP,0,357,0,357,,,
TRAMAZIDE 100MG INJ,GENERAL MEDICINE,INJECTION,0,400,0,400,,,
TRAMINIC INJ,GENERAL MEDICINE,INJ,0,10,0,10,,,
TRANDPORE,GENERAL SURGERY,TAP,0,12,9,3,,,
TRANEMIC 500MG INJ,GENERAL MEDICINE,I V AMPOULE,25,100,42,83,,,
TRANLOK E TABLET,GENERAL MEDICINE,STRIP,0,2,0,2,,,
TRANSPORE 1/2 INCH,GENERAL SURGERY,BOX,1,7,1,7,,,
TRANSPORT CHARGES,GENERAL MEDICINE,1,1,1,1,1,,,
TRAVGESIA (KETOPROFEN),GENERAL MEDICINE,PATCH,0,5,5,0,,,
TRAZER F FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,8,46,3,51,,,
TRAZER M FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,29,1,28,,,
TRAZOGRAF 76% INJ 20ML,GENERAL MEDICINE,INJECTION,4,5,4,5,,,
TRENTAL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2,36,1,37,,,
TRIBET 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,9,2,9,2,,,
TRICARE INJ,GENERAL MEDICINE,INJECTION,0,450,0,450,,,
TRICIUM XT BOTTLE OF 30 TABLETS,GENERAL MEDICINE,BOTTLE,2,727,6,723,,,
TRICORT 40MG INJ 1ML,GENERAL MEDICINE,VIAL,0,6,0,6,,,
TRIOLMESAR 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TRIPLE A CAL D STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2,8,3,7,,,
TRIPLEACAL STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,3,0,13,,,
TRIS TBR TAB,GENERAL MEDICINE,TAB,2,235,1,236,,,
TRIX MF,GENERAL MEDICINE,TAB,0,12,0,12,,,
TRIZ 10MG TABLET,GENERAL MEDICINE,STRIP,5,10,3,12,,,
TRIZ SYP 60ML,GENERAL MEDICINE,BOTTLE,0,14,0,14,,,
TRIZIN,GENERAL MEDICINE,SYP,2,38,2,38,,,
TROPAN 2.5MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TROYPIPERA T 4.5GM INJ,GENERAL MEDICINE,INJECTION,14,250,15,249,,,
TROYPOFOL INJ 10ML,GENERAL MEDICINE,INJECTION,0,5,0,5,,,
TROYZOLID 600MG,GENERAL MEDICINE,IV,2,5,2,5,,,
TRUCLAV,GENERAL MEDICINE,SUSP,0,1,0,1,,,
TRUGUT CHROMIC CATGUT 3-0 RC SN 4272 12 NO'S,GENERAL MEDICINE,BOX,1,5,1,5,,,
TRYPTOMER 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,20,1,0,21,,,
TUR SET 1'S,GENERAL SURGERY,PACKET,3,5,3,5,,,
TURMNOVA STRIP OF 10 LOZENGES,GENERAL MEDICINE,STRIP,0,1,0,1,,,
TURPENTINE OIL 100ML,GENERAL MEDICINE,BOTTLE,1,0,1,0,,,
TUSQ DX COUGH SYRUP 100ML,ENT,BOTTLE,2,127,3,126,,,
TUSQ X BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,4,135,5,134,,,
TUSQ X PLUS BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,0,1,0,1,,,
TUSQ X SUGAR FREE BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,0,9,0,9,,,
TWACAL,GENERAL MEDICINE,INJ,16,40,13,43,,,
TYN LS BELT LARGE 1'S,GENERAL SURGERY,PACKET,1,1,1,1,,,
TYNOR A 01 ABDOMINAL SUPPORT BELT 9 INCH SIZE XL,GENERAL SURGERY,PACKET,0,3,0,3,,,
TYNOR ANKLE BRACE LARGE 1'S,ORTH,BOX,1,1,1,1,,,
TYNOR ANKLE BRACE MEDIUM 1'S,ORTH,BOX,1,1,1,1,,,
TYNOR ANKLET PAIR OAC SIZE MEDIUM,ORTH,PACKET,0,0,0,0,,,
TYNOR B 01 COLLAR SOFT FIRM DENSITY BELT SIZE LARGE,GENERAL SURGERY,PACKET,0,2,0,2,,,
TYNOR C 03 ELASTIC SHOULDER IMMOBILISER BELT SIZE MEDIUM,GENERAL SURGERY,PACKET,0,2,1,1,,,
TYNOR CERVICAL COLLAR SOFT LARGE 1'S,ORTH,BOX,0,1,0,1,,,
TYNOR CERVICAL COLLAR SOFT WITH CHIN SIZE MEDIUM 1,ORTH,PACKET,0,1,0,1,,,
TYNOR D-04 KNEE CAP PAIR SIZE LARGE,ORTH,PACKET,0,0,0,0,,,
TYNOR E 03 WRIST AND FOREARM RIGHT L SPLINT 1 NO'S,ORTH,BOX,0,1,0,1,,,
TYNOR E 10 TENNIS ELBOW SUPPORT SIZE XL,ORTH,PACKET,1,3,0,4,,,
TYNOR J 14 SHOULDER SUPPORT NEOPRENE SIZE SPL,ORTH,PACKET,0,3,0,3,,,
"TYNOR KNEE CAP PAIR ( RELIEVES PAIN, SUPPORT, UNIFORM COMPRESSION) - XL",ORTH,BOX,0,4,0,4,,,
TYNOR KNEE WRAP HINGED MEDIUM 1'S,ORTH,PACKET,0,0,0,0,,,
TYNOR L-03 ABDOMINAL BELT SIZE LARGE,GENERAL SURGERY,PACKET,0,1,0,1,,,
TYNOR L-03 ABDOMINAL BELT SIZE XL,GENERAL SURGERY,PACKET,0,1,0,1,,,
TYNOR NEOPRENE HINGED KNEE SUPPORT LARGE 1,ORTH,PACKET,0,0,0,0,,,
"TYNOR TENNIS ELBOW SUPPORT ( PAIN RELIEF,FOREARM,ELBOW) - LARGE",ORTH,BOX,1,6,1,6,,,
TYNOR TENNIS ELBOW SUPPORT BELT M 1 NO'S,GENERAL SURGERY,BOX,1,3,1,3,,,
TYNOR UNIVERSAL SHOULDER IMMOBI UNI 1'S,ORTH,PACKET,1,2,1,2,,,
UBINEXT LC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,9,3,9,,,
UBINEXT PLUS SACHET 5GM,GENERAL MEDICINE,SACHET,0,748,9,739,,,
UC-CART,GENERAL MEDICINE,TAB,11,11,11,11,,,
UDCAMENT SYRUP 100ML,GENERAL MEDICINE,BOTTLE,1,2,0,3,,,
UDIFAB 150,GENERAL MEDICINE,TAB,1,3,0,4,,,
UDIFAB 300,GENERAL MEDICINE,TAB,0,6,0,6,,,
UDILIV 150MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,15,0,20,,,
UDILIV 300MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,17,0,17,,,
UGESIC 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,25,2,26,,,
ULTRACET 15'S TAB,GENERAL MEDICINE,STRIP,10,149,0,159,,,
ULTRAHEAL TAB,GENERAL MEDICINE,TAB,17,717,18,716,,,
ULTRAKING,GENERAL MEDICINE,TAB,13,222,4,231,,,
ULTRASTAR P,GENERAL MEDICINE,TAB,,180,9,171,,,
ULYSES 300MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,6,0,6,,,
ULYSES 300MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,11,87,4,94,,,
UNDER PAD (FRIENDS),GENERAL SURGERY,PACKET,3,5,3,5,,,
UNIENZYME PRO STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0,2,0,2,,,
UNIVERSAL SHOULDER IMMOBILIZER C-02SPL,ORTH,BOX,0,4,0,4,,,
UNIVERSAL SHOULDER IMMOBILIZER C-02SPL - 1 NUMBERS,ORTH,BOX,1,3,0,4,,,
UNWANTED 72 0.75MG TAB,GENERAL MEDICINE,STRIP,0,1,0,1,,,
UPTRACE,GENERAL MEDICINE,INJ,14,278,18,274,,,
URIKIND KM6 SACHET 1,GENERAL MEDICINE,SACHET,14,386,6,394,,,
URILITE,GENERAL MEDICINE,SYP,4,268,8,264,,,
URIMAX 0.4 CAP 20'S,GENERAL MEDICINE,STRIP,2,53,3,52,,,
URIMAX 0.4MG BOTTLE OF 30 CAPSULES,GENERAL MEDICINE,BOTTLE,0,4,0,4,,,
URIMAX 0.4MG STRIP OF 20,GENERAL MEDICINE,CAPSULES,0,12,0,12,,,
URINE BAG,GENERAL SURGERY,PACKET,2,41,2,41,,,
URINE POT COMMODE PAN 1,GENERAL SURGERY,DEVICE,0,1,0,1,,,
URISPAS 200MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
URITOP 100MG TABLET 10'S,GENERAL MEDICINE,STRIP,9,10,0,19,,,
URITOP SR 100MG TABLET,GENERAL MEDICINE,STRIP,7,11,0,18,,,
URITOP SYRUP 100ML,GENERAL MEDICINE,SYRUP,0,2,0,2,,,
URITOP TABLET 20,GENERAL MEDICINE,STRIP,0,0,0,0,,,
URO BAG 10,GENERAL SURGERY,PACKET,25,175,10,190,,,
UROMETER,GENERAL SURGERY,BOX,1,2,1,2,,,
UTI FLUSH SACHET OF 3.5GM POWDER,GENERAL MEDICINE,SACHET,0,7,0,7,,,
VACCU SUCK SUCTION SET GS 5016,GENERAL SURGERY,BOX,0,34,0,34,,,
VACCUM SUCK SUCTION SET,GENERAL MEDICINE,BOX,3,29,2,30,,,
VALPARIN 200MG PINEAPPLE FLAVOUR BOTTLE OF 200ML SOLUTION,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
VARICOSE VEIN STOCKINGS XXL,GENERAL SURGERY,BOX,0,1,0,1,,,
VASLIN,GENERAL MEDICINE,LOTION,0,3,0,3,,,
VASLLIN,GENERAL MEDICINE,LOTION,5,6,5,6,,,
VASOGRAIN STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
VASOGRAIN STRIP OF 14 TABLETS,GENERAL MEDICINE,STRIP,4,1,0,5,,,
VDINE 10%,GENERAL MEDICINE,SOLUTION,1,209,1,209,,,
VEIL 2 MG,GENERAL MEDICINE,CAP,0,10,0,10,,,
VEINFLUX CAPSULE 10'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
VEINFLUX FILL,GENERAL MEDICINE,PARTICALS,2,3,1,4,,,
VEĪNFLUX NC,GENERAL MEDICINE,CAP,0,7,0,7,,,
VEINFLUX NC,GENERAL MEDICINE,TAB,4,34,2,36,,,
VEINFLUX SWH,GENERAL MEDICINE,GEL,0,5,0,5,,,
VELOZ 20MG TABLET,GENERAL MEDICINE,STRIP,1,12,0,13,,,
VELOZ D CAPSULE,GENERAL MEDICINE,STRIP,1,0,0,1,,,
VELTAM 0.4MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,1,0,6,,,
VENTIDOX M STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,7,2,7,,,
VERMACT 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,19,1,24,,,
VERMACT 12MG STRIP OF 4 TABLETS,GENERAL MEDICINE,STRIP,5,5,5,5,,,
VERMIKIND 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,6,0,8,,,
VERTEFLEX,GENERAL MEDICINE,10,18,723,4,737,,,
VERTIFLEX,GENERAL MEDICINE,TAB,0,21,0,21,,,
VERTIGEN TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
VERTIN 16MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,17,3,19,,,
VERTIN 8MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,8,2,6,,,
VIBACT CAPSULE,GENERAL MEDICINE,STRIP,2,2,0,4,,,
VIBACT DS STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,11,37,3,45,,,
"VICKS BABYRUB 10ML, SPECIFICALLY FOR BABIES-MOISTURIZE",PED,BOTTLE,6,12,6,12,,,
VICKS BABYRUB SOOTHING BALM COMFORT FOR BABIES BOTTLE OF 25 ML,PED,BOTTLE,3,3,3,3,,,
"VICKS VAPORUB 10ML, RELIEF FROM COLD, COUGH, HEADACHE AND BODY PAIN",GENERAL MEDICINE,BOTTLE,2,12,0,14,,,
"VICKS VAPORUB 5ML,RELIEF FROM COLD, COUGH, HEADACHE AND BODY PAIN",GENERAL MEDICINE,BOTTLE,26,36,26,36,,,
VICRYL 0 NW 2825 CUTTING,GENERAL SURGERY,PACKET,6,10,5,11,,,
VICRYL 0 VP 2534 1'S,GENERAL SURGERY,BOX,0,8,2,6,,,
VICRYL 1 NW 2347,GENERAL SURGERY,PACKET,0,3,0,3,,,
VICRYL 1 NW 2421 OS 8,GENERAL SURGERY,PACKET,0,12,0,12,,,
VICRYL 1 RB HEAVY NW2347VM,GENERAL SURGERY,BOX,0,13,0,13,,,
VICRYL 2-0 RB NW2317,GENERAL SURGERY,BOX,0,61,4,57,,,
VICRYL 2 0 NW 2317,GENERAL SURGERY,PACKET,1,68,0,69,,,
VICRYL 2 0 NW 2345,GENERAL SURGERY,PACKET,0,11,0,11,,,
VICRYL 3-0 NW 2437,GENERAL SURGERY,PACKET,0,8,0,8,,,
VICRYL 3-0 RB NW2437,GENERAL SURGERY,BOX,1,30,7,24,,,
VICRYL 3 0 NW 2328,GENERAL SURGERY,PACKET,10,19,9,20,,,
VICRYL 3 0 NW 2437,GENERAL SURGERY,PACKET,0,5,0,5,,,
VICRYL 3 0 NW 2495,GENERAL SURGERY,PACKET,10,12,7,15,,,
VICRYL 4 0 NW 2304,GENERAL SURGERY,PACKET,2,15,6,11,,,
VICRYL PLUS 1 VP 2421,GENERAL SURGERY,PACKET,3,13,4,12,,,
VICRYL PLUS 2-0 VP 2382,GENERAL SURGERY,PACKET,8,94,5,97,,,
VICRYL PLUS 2 VP 2317 ROUND BODIED 12'S,GENERAL SURGERY,PACKET,0,5,0,5,,,
VICRYL PLUS 3-0 VP 2437,GENERAL SURGERY,PACKET,0,6,0,6,,,
VICRYL RAPID 2 0 NW 2761,GENERAL SURGERY,SUT,0,2,0,2,,,
VICRYL RAPID 4 0 W 9918,GENERAL SURGERY,PACKET,2,2,2,2,,,
VICRYL RAPIDE 3-0 RC NW2732S 12 NO'S,GENERAL SURGERY,BOX,1,2,1,2,,,
VILDABET 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,1,1,,,
VISSCO DORSO LUM SPINAL BRACE L,ORTH,PACKET,1,1,1,1,,,
VITAFLOW-CZS,GENERAL MEDICINE,CHEWABLE TAB,5,24,1,28,,,
VITAGREAT STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,276,2,284,,,
VITAMIN A 50000IU STRIP OF 10 CHEWABLE TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
VITAMIN C TABLET 15 MEDLIFE ESSENTIAL,GENERAL MEDICINE,STRIP,2,6,0,8,,,
VITANEO D3 600000 IU INJECTION 6 ML,GENERAL MEDICINE,AMPOULE,0,90,11,79,,,
VITAZYME DROPS 15ML,PED,BOTTLE,3,17,1,19,,,
VITAZYME LIQUID 200ML,PED,BOTTLE,7,27,2,32,,,
VITCOFOL C INJ,GENERAL MEDICINE,AMPOULE,0,1,0,1,,,
VITCOFOL INJ VAIL,GENERAL MEDICINE,VIAL,0,20,2,18,,,
VITMUST,GENERAL MEDICINE,SYP,11,11,11,11,,,
VLON,GENERAL SURGERY,ANTISEPTIC,0,25,0,25,,,
